Name,ExecutionTimeInSeconds,TestDistribution
TestCase206,54,%Large_50_%Small_50
TestCase2276,1,%Large_50_%Small_50
TestCase1910,7,%Large_50_%Small_50
TestCase373,17,%Large_50_%Small_50
TestCase1253,3,%Large_50_%Small_50
TestCase784,9,%Large_50_%Small_50
TestCase846,7,%Large_50_%Small_50
TestCase1172,6,%Large_50_%Small_50
TestCase1522,9,%Large_50_%Small_50
TestCase1669,57,%Large_50_%Small_50
TestCase931,2,%Large_50_%Small_50
TestCase2006,51,%Large_50_%Small_50
TestCase1788,57,%Large_50_%Small_50
TestCase1477,7,%Large_50_%Small_50
TestCase316,14,%Large_50_%Small_50
TestCase2136,8,%Large_50_%Small_50
TestCase985,24,%Large_50_%Small_50
TestCase592,6,%Large_50_%Small_50
TestCase1331,2,%Large_50_%Small_50
TestCase1851,26,%Large_50_%Small_50
TestCase212,38,%Large_50_%Small_50
TestCase923,30,%Large_50_%Small_50
TestCase2493,43,%Large_50_%Small_50
TestCase1987,17,%Large_50_%Small_50
TestCase2302,10,%Large_50_%Small_50
TestCase850,2,%Large_50_%Small_50
TestCase933,48,%Large_50_%Small_50
TestCase1860,41,%Large_50_%Small_50
TestCase2057,59,%Large_50_%Small_50
TestCase363,41,%Large_50_%Small_50
TestCase2340,9,%Large_50_%Small_50
TestCase1629,31,%Large_50_%Small_50
TestCase1983,7,%Large_50_%Small_50
TestCase365,8,%Large_50_%Small_50
TestCase2144,50,%Large_50_%Small_50
TestCase1659,4,%Large_50_%Small_50
TestCase1948,36,%Large_50_%Small_50
TestCase1215,8,%Large_50_%Small_50
TestCase2001,25,%Large_50_%Small_50
TestCase2096,49,%Large_50_%Small_50
TestCase2457,49,%Large_50_%Small_50
TestCase952,49,%Large_50_%Small_50
TestCase265,38,%Large_50_%Small_50
TestCase2287,35,%Large_50_%Small_50
TestCase656,3,%Large_50_%Small_50
TestCase739,2,%Large_50_%Small_50
TestCase2457,2,%Large_50_%Small_50
TestCase1802,40,%Large_50_%Small_50
TestCase1486,16,%Large_50_%Small_50
TestCase988,45,%Large_50_%Small_50
TestCase1925,3,%Large_50_%Small_50
TestCase255,6,%Large_50_%Small_50
TestCase719,4,%Large_50_%Small_50
TestCase628,3,%Large_50_%Small_50
TestCase1749,2,%Large_50_%Small_50
TestCase1257,6,%Large_50_%Small_50
TestCase1596,28,%Large_50_%Small_50
TestCase631,35,%Large_50_%Small_50
TestCase239,4,%Large_50_%Small_50
TestCase2472,7,%Large_50_%Small_50
TestCase2091,21,%Large_50_%Small_50
TestCase1539,6,%Large_50_%Small_50
TestCase1994,10,%Large_50_%Small_50
TestCase40,54,%Large_50_%Small_50
TestCase1202,37,%Large_50_%Small_50
TestCase1684,29,%Large_50_%Small_50
TestCase2081,43,%Large_50_%Small_50
TestCase992,3,%Large_50_%Small_50
TestCase1920,14,%Large_50_%Small_50
TestCase1339,24,%Large_50_%Small_50
TestCase596,10,%Large_50_%Small_50
TestCase1891,2,%Large_50_%Small_50
TestCase859,3,%Large_50_%Small_50
TestCase140,21,%Large_50_%Small_50
TestCase578,5,%Large_50_%Small_50
TestCase1130,5,%Large_50_%Small_50
TestCase2329,3,%Large_50_%Small_50
TestCase921,6,%Large_50_%Small_50
TestCase686,2,%Large_50_%Small_50
TestCase2395,5,%Large_50_%Small_50
TestCase338,10,%Large_50_%Small_50
TestCase1155,5,%Large_50_%Small_50
TestCase1530,38,%Large_50_%Small_50
TestCase718,27,%Large_50_%Small_50
TestCase462,8,%Large_50_%Small_50
TestCase917,7,%Large_50_%Small_50
TestCase636,29,%Large_50_%Small_50
TestCase2064,5,%Large_50_%Small_50
TestCase1009,53,%Large_50_%Small_50
TestCase889,55,%Large_50_%Small_50
TestCase1077,6,%Large_50_%Small_50
TestCase312,1,%Large_50_%Small_50
TestCase189,58,%Large_50_%Small_50
TestCase2498,5,%Large_50_%Small_50
TestCase462,15,%Large_50_%Small_50
TestCase215,52,%Large_50_%Small_50
TestCase603,55,%Large_50_%Small_50
TestCase2315,22,%Large_50_%Small_50
TestCase1500,2,%Large_50_%Small_50
TestCase1201,4,%Large_50_%Small_50
TestCase1053,60,%Large_50_%Small_50
TestCase959,3,%Large_50_%Small_50
TestCase2052,37,%Large_50_%Small_50
TestCase735,10,%Large_50_%Small_50
TestCase1252,28,%Large_50_%Small_50
TestCase531,30,%Large_50_%Small_50
TestCase1395,50,%Large_50_%Small_50
TestCase1485,3,%Large_50_%Small_50
TestCase2495,54,%Large_50_%Small_50
TestCase1266,25,%Large_50_%Small_50
TestCase1806,9,%Large_50_%Small_50
TestCase260,6,%Large_50_%Small_50
TestCase611,52,%Large_50_%Small_50
TestCase2139,2,%Large_50_%Small_50
TestCase257,9,%Large_50_%Small_50
TestCase1199,26,%Large_50_%Small_50
TestCase446,24,%Large_50_%Small_50
TestCase702,15,%Large_50_%Small_50
TestCase1470,45,%Large_50_%Small_50
TestCase509,8,%Large_50_%Small_50
TestCase1796,10,%Large_50_%Small_50
TestCase1015,27,%Large_50_%Small_50
TestCase1310,7,%Large_50_%Small_50
TestCase304,6,%Large_50_%Small_50
TestCase1785,3,%Large_50_%Small_50
TestCase957,2,%Large_50_%Small_50
TestCase252,31,%Large_50_%Small_50
TestCase1242,6,%Large_50_%Small_50
TestCase883,1,%Large_50_%Small_50
TestCase1754,8,%Large_50_%Small_50
TestCase1470,2,%Large_50_%Small_50
TestCase437,6,%Large_50_%Small_50
TestCase1549,8,%Large_50_%Small_50
TestCase627,1,%Large_50_%Small_50
TestCase1155,55,%Large_50_%Small_50
TestCase1848,7,%Large_50_%Small_50
TestCase31,33,%Large_50_%Small_50
TestCase548,24,%Large_50_%Small_50
TestCase1700,35,%Large_50_%Small_50
TestCase79,28,%Large_50_%Small_50
TestCase1087,6,%Large_50_%Small_50
TestCase534,2,%Large_50_%Small_50
TestCase2420,2,%Large_50_%Small_50
TestCase2089,9,%Large_50_%Small_50
TestCase2222,3,%Large_50_%Small_50
TestCase1256,4,%Large_50_%Small_50
TestCase150,8,%Large_50_%Small_50
TestCase2078,10,%Large_50_%Small_50
TestCase2195,8,%Large_50_%Small_50
TestCase1813,60,%Large_50_%Small_50
TestCase750,26,%Large_50_%Small_50
TestCase1896,10,%Large_50_%Small_50
TestCase419,41,%Large_50_%Small_50
TestCase1914,9,%Large_50_%Small_50
TestCase1880,5,%Large_50_%Small_50
TestCase269,47,%Large_50_%Small_50
TestCase395,10,%Large_50_%Small_50
TestCase2053,8,%Large_50_%Small_50
TestCase628,22,%Large_50_%Small_50
TestCase586,10,%Large_50_%Small_50
TestCase37,3,%Large_50_%Small_50
TestCase1756,49,%Large_50_%Small_50
TestCase1214,2,%Large_50_%Small_50
TestCase742,7,%Large_50_%Small_50
TestCase1500,35,%Large_50_%Small_50
TestCase149,14,%Large_50_%Small_50
TestCase2301,13,%Large_50_%Small_50
TestCase1259,10,%Large_50_%Small_50
TestCase58,5,%Large_50_%Small_50
TestCase213,7,%Large_50_%Small_50
TestCase258,6,%Large_50_%Small_50
TestCase145,18,%Large_50_%Small_50
TestCase1283,17,%Large_50_%Small_50
TestCase791,1,%Large_50_%Small_50
TestCase2432,4,%Large_50_%Small_50
TestCase2128,1,%Large_50_%Small_50
TestCase158,21,%Large_50_%Small_50
TestCase1478,59,%Large_50_%Small_50
TestCase1525,54,%Large_50_%Small_50
TestCase36,42,%Large_50_%Small_50
TestCase1935,2,%Large_50_%Small_50
TestCase1745,43,%Large_50_%Small_50
TestCase2162,44,%Large_50_%Small_50
TestCase199,27,%Large_50_%Small_50
TestCase750,10,%Large_50_%Small_50
TestCase1974,27,%Large_50_%Small_50
TestCase1276,38,%Large_50_%Small_50
TestCase1537,10,%Large_50_%Small_50
TestCase1017,7,%Large_50_%Small_50
TestCase2282,6,%Large_50_%Small_50
TestCase2250,2,%Large_50_%Small_50
TestCase1722,18,%Large_50_%Small_50
TestCase1455,31,%Large_50_%Small_50
TestCase467,11,%Large_50_%Small_50
TestCase2263,7,%Large_50_%Small_50
TestCase247,10,%Large_50_%Small_50
TestCase358,23,%Large_50_%Small_50
TestCase435,3,%Large_50_%Small_50
TestCase1255,9,%Large_50_%Small_50
TestCase856,6,%Large_50_%Small_50
TestCase2296,44,%Large_50_%Small_50
TestCase929,13,%Large_50_%Small_50
TestCase1172,38,%Large_50_%Small_50
TestCase819,6,%Large_50_%Small_50
TestCase874,8,%Large_50_%Small_50
TestCase1394,9,%Large_50_%Small_50
TestCase2494,3,%Large_50_%Small_50
TestCase2454,52,%Large_50_%Small_50
TestCase525,30,%Large_50_%Small_50
TestCase2251,37,%Large_50_%Small_50
TestCase1112,37,%Large_50_%Small_50
TestCase511,9,%Large_50_%Small_50
TestCase1379,23,%Large_50_%Small_50
TestCase997,49,%Large_50_%Small_50
TestCase401,10,%Large_50_%Small_50
TestCase619,30,%Large_50_%Small_50
TestCase2107,23,%Large_50_%Small_50
TestCase207,50,%Large_50_%Small_50
TestCase1342,14,%Large_50_%Small_50
TestCase143,6,%Large_50_%Small_50
TestCase881,27,%Large_50_%Small_50
TestCase2344,5,%Large_50_%Small_50
TestCase1656,46,%Large_50_%Small_50
TestCase117,11,%Large_50_%Small_50
TestCase2440,19,%Large_50_%Small_50
TestCase1939,12,%Large_50_%Small_50
TestCase766,10,%Large_50_%Small_50
TestCase187,25,%Large_50_%Small_50
TestCase610,4,%Large_50_%Small_50
TestCase573,2,%Large_50_%Small_50
TestCase270,8,%Large_50_%Small_50
TestCase722,4,%Large_50_%Small_50
TestCase2315,3,%Large_50_%Small_50
TestCase861,6,%Large_50_%Small_50
TestCase2170,33,%Large_50_%Small_50
TestCase918,6,%Large_50_%Small_50
TestCase2312,14,%Large_50_%Small_50
TestCase2197,10,%Large_50_%Small_50
TestCase110,51,%Large_50_%Small_50
TestCase186,1,%Large_50_%Small_50
TestCase98,7,%Large_50_%Small_50
TestCase301,42,%Large_50_%Small_50
TestCase2267,5,%Large_50_%Small_50
TestCase2182,58,%Large_50_%Small_50
TestCase1141,10,%Large_50_%Small_50
TestCase2017,9,%Large_50_%Small_50
TestCase820,6,%Large_50_%Small_50
TestCase1225,12,%Large_50_%Small_50
TestCase1862,10,%Large_50_%Small_50
TestCase1517,7,%Large_50_%Small_50
TestCase418,6,%Large_50_%Small_50
TestCase1793,6,%Large_50_%Small_50
TestCase1152,1,%Large_50_%Small_50
TestCase312,37,%Large_50_%Small_50
TestCase1457,22,%Large_50_%Small_50
TestCase856,22,%Large_50_%Small_50
TestCase1502,35,%Large_50_%Small_50
TestCase59,57,%Large_50_%Small_50
TestCase742,47,%Large_50_%Small_50
TestCase755,35,%Large_50_%Small_50
TestCase1790,3,%Large_50_%Small_50
TestCase73,3,%Large_50_%Small_50
TestCase1683,2,%Large_50_%Small_50
TestCase1440,22,%Large_50_%Small_50
TestCase556,54,%Large_50_%Small_50
TestCase1459,9,%Large_50_%Small_50
TestCase692,5,%Large_50_%Small_50
TestCase2021,7,%Large_50_%Small_50
TestCase976,10,%Large_50_%Small_50
TestCase2082,2,%Large_50_%Small_50
TestCase379,33,%Large_50_%Small_50
TestCase460,30,%Large_50_%Small_50
TestCase103,8,%Large_50_%Small_50
TestCase801,53,%Large_50_%Small_50
TestCase1618,11,%Large_50_%Small_50
TestCase346,15,%Large_50_%Small_50
TestCase1739,2,%Large_50_%Small_50
TestCase615,10,%Large_50_%Small_50
TestCase410,5,%Large_50_%Small_50
TestCase2460,41,%Large_50_%Small_50
TestCase412,8,%Large_50_%Small_50
TestCase2467,2,%Large_50_%Small_50
TestCase216,4,%Large_50_%Small_50
TestCase599,58,%Large_50_%Small_50
TestCase948,24,%Large_50_%Small_50
TestCase2183,44,%Large_50_%Small_50
TestCase1462,41,%Large_50_%Small_50
TestCase2281,16,%Large_50_%Small_50
TestCase2394,3,%Large_50_%Small_50
TestCase15,39,%Large_50_%Small_50
TestCase1430,60,%Large_50_%Small_50
TestCase1443,2,%Large_50_%Small_50
TestCase643,14,%Large_50_%Small_50
TestCase572,26,%Large_50_%Small_50
TestCase436,10,%Large_50_%Small_50
TestCase1618,8,%Large_50_%Small_50
TestCase2095,38,%Large_50_%Small_50
TestCase440,6,%Large_50_%Small_50
TestCase853,1,%Large_50_%Small_50
TestCase1531,51,%Large_50_%Small_50
TestCase3,23,%Large_50_%Small_50
TestCase19,12,%Large_50_%Small_50
TestCase1178,1,%Large_50_%Small_50
TestCase842,6,%Large_50_%Small_50
TestCase1136,2,%Large_50_%Small_50
TestCase2387,10,%Large_50_%Small_50
TestCase459,51,%Large_50_%Small_50
TestCase1189,1,%Large_50_%Small_50
TestCase122,5,%Large_50_%Small_50
TestCase2131,56,%Large_50_%Small_50
TestCase163,54,%Large_50_%Small_50
TestCase2305,46,%Large_50_%Small_50
TestCase1489,6,%Large_50_%Small_50
TestCase1245,20,%Large_50_%Small_50
TestCase2059,5,%Large_50_%Small_50
TestCase2198,7,%Large_50_%Small_50
TestCase2077,3,%Large_50_%Small_50
TestCase1999,42,%Large_50_%Small_50
TestCase1626,36,%Large_50_%Small_50
TestCase1226,18,%Large_50_%Small_50
TestCase52,39,%Large_50_%Small_50
TestCase727,22,%Large_50_%Small_50
TestCase1679,25,%Large_50_%Small_50
TestCase1335,46,%Large_50_%Small_50
TestCase1139,43,%Large_50_%Small_50
TestCase1559,27,%Large_50_%Small_50
TestCase1270,5,%Large_50_%Small_50
TestCase697,60,%Large_50_%Small_50
TestCase2167,4,%Large_50_%Small_50
TestCase1149,2,%Large_50_%Small_50
TestCase1272,18,%Large_50_%Small_50
TestCase441,10,%Large_50_%Small_50
TestCase1686,14,%Large_50_%Small_50
TestCase2273,1,%Large_50_%Small_50
TestCase324,52,%Large_50_%Small_50
TestCase407,5,%Large_50_%Small_50
TestCase816,56,%Large_50_%Small_50
TestCase1157,40,%Large_50_%Small_50
TestCase2358,41,%Large_50_%Small_50
TestCase1208,3,%Large_50_%Small_50
TestCase273,59,%Large_50_%Small_50
TestCase1313,10,%Large_50_%Small_50
TestCase813,6,%Large_50_%Small_50
TestCase1556,42,%Large_50_%Small_50
TestCase1281,9,%Large_50_%Small_50
TestCase2200,7,%Large_50_%Small_50
TestCase1152,47,%Large_50_%Small_50
TestCase2407,60,%Large_50_%Small_50
TestCase2189,59,%Large_50_%Small_50
TestCase1822,1,%Large_50_%Small_50
TestCase2434,40,%Large_50_%Small_50
TestCase407,27,%Large_50_%Small_50
TestCase1584,5,%Large_50_%Small_50
TestCase388,8,%Large_50_%Small_50
TestCase2217,7,%Large_50_%Small_50
TestCase795,5,%Large_50_%Small_50
TestCase765,7,%Large_50_%Small_50
TestCase1108,19,%Large_50_%Small_50
TestCase160,3,%Large_50_%Small_50
TestCase452,3,%Large_50_%Small_50
TestCase2378,34,%Large_50_%Small_50
TestCase1367,6,%Large_50_%Small_50
TestCase1784,9,%Large_50_%Small_50
TestCase779,10,%Large_50_%Small_50
TestCase1943,8,%Large_50_%Small_50
TestCase2260,6,%Large_50_%Small_50
TestCase1393,2,%Large_50_%Small_50
TestCase2104,31,%Large_50_%Small_50
TestCase1886,2,%Large_50_%Small_50
TestCase2258,46,%Large_50_%Small_50
TestCase328,13,%Large_50_%Small_50
TestCase2010,6,%Large_50_%Small_50
TestCase805,5,%Large_50_%Small_50
TestCase274,9,%Large_50_%Small_50
TestCase1993,9,%Large_50_%Small_50
TestCase451,6,%Large_50_%Small_50
TestCase1833,1,%Large_50_%Small_50
TestCase12,8,%Large_50_%Small_50
TestCase2424,4,%Large_50_%Small_50
TestCase555,20,%Large_50_%Small_50
TestCase1881,24,%Large_50_%Small_50
TestCase427,9,%Large_50_%Small_50
TestCase436,60,%Large_50_%Small_50
TestCase330,2,%Large_50_%Small_50
TestCase40,2,%Large_50_%Small_50
TestCase977,4,%Large_50_%Small_50
TestCase1441,29,%Large_50_%Small_50
TestCase621,54,%Large_50_%Small_50
TestCase1217,10,%Large_50_%Small_50
TestCase482,4,%Large_50_%Small_50
TestCase343,53,%Large_50_%Small_50
TestCase1326,2,%Large_50_%Small_50
TestCase7,1,%Large_50_%Small_50
TestCase1561,1,%Large_50_%Small_50
TestCase1223,15,%Large_50_%Small_50
TestCase949,47,%Large_50_%Small_50
TestCase1415,14,%Large_50_%Small_50
TestCase228,13,%Large_50_%Small_50
TestCase689,4,%Large_50_%Small_50
TestCase177,57,%Large_50_%Small_50
TestCase2433,11,%Large_50_%Small_50
TestCase394,21,%Large_50_%Small_50
TestCase1228,6,%Large_50_%Small_50
TestCase2405,10,%Large_50_%Small_50
TestCase903,2,%Large_50_%Small_50
TestCase2298,17,%Large_50_%Small_50
TestCase1262,3,%Large_50_%Small_50
TestCase1244,1,%Large_50_%Small_50
TestCase1495,38,%Large_50_%Small_50
TestCase2246,2,%Large_50_%Small_50
TestCase1300,3,%Large_50_%Small_50
TestCase777,35,%Large_50_%Small_50
TestCase1688,6,%Large_50_%Small_50
TestCase1942,3,%Large_50_%Small_50
TestCase1799,7,%Large_50_%Small_50
TestCase1617,13,%Large_50_%Small_50
TestCase1506,18,%Large_50_%Small_50
TestCase375,35,%Large_50_%Small_50
TestCase2135,41,%Large_50_%Small_50
TestCase338,34,%Large_50_%Small_50
TestCase2153,1,%Large_50_%Small_50
TestCase894,34,%Large_50_%Small_50
TestCase220,10,%Large_50_%Small_50
TestCase933,3,%Large_50_%Small_50
TestCase136,13,%Large_50_%Small_50
TestCase2436,46,%Large_50_%Small_50
TestCase311,47,%Large_50_%Small_50
TestCase2421,2,%Large_50_%Small_50
TestCase95,45,%Large_50_%Small_50
TestCase1293,49,%Large_50_%Small_50
TestCase2382,4,%Large_50_%Small_50
TestCase1485,40,%Large_50_%Small_50
TestCase1532,53,%Large_50_%Small_50
TestCase2484,6,%Large_50_%Small_50
TestCase2382,48,%Large_50_%Small_50
TestCase438,19,%Large_50_%Small_50
TestCase1580,21,%Large_50_%Small_50
TestCase406,44,%Large_50_%Small_50
TestCase1326,49,%Large_50_%Small_50
TestCase152,17,%Large_50_%Small_50
TestCase357,6,%Large_50_%Small_50
TestCase725,1,%Large_50_%Small_50
TestCase662,2,%Large_50_%Small_50
TestCase2180,10,%Large_50_%Small_50
TestCase161,3,%Large_50_%Small_50
TestCase1276,10,%Large_50_%Small_50
TestCase1791,7,%Large_50_%Small_50
TestCase1906,1,%Large_50_%Small_50
TestCase841,5,%Large_50_%Small_50
TestCase971,24,%Large_50_%Small_50
TestCase2357,6,%Large_50_%Small_50
TestCase191,2,%Large_50_%Small_50
TestCase120,55,%Large_50_%Small_50
TestCase2448,10,%Large_50_%Small_50
TestCase43,57,%Large_50_%Small_50
TestCase153,35,%Large_50_%Small_50
TestCase1975,5,%Large_50_%Small_50
TestCase1754,36,%Large_50_%Small_50
TestCase2392,10,%Large_50_%Small_50
TestCase2370,38,%Large_50_%Small_50
TestCase2128,56,%Large_50_%Small_50
TestCase1123,31,%Large_50_%Small_50
TestCase830,10,%Large_50_%Small_50
TestCase2074,9,%Large_50_%Small_50
TestCase2085,7,%Large_50_%Small_50
TestCase534,34,%Large_50_%Small_50
TestCase2216,36,%Large_50_%Small_50
TestCase1528,13,%Large_50_%Small_50
TestCase2001,5,%Large_50_%Small_50
TestCase192,2,%Large_50_%Small_50
TestCase1961,9,%Large_50_%Small_50
TestCase406,10,%Large_50_%Small_50
TestCase752,34,%Large_50_%Small_50
TestCase1016,6,%Large_50_%Small_50
TestCase479,4,%Large_50_%Small_50
TestCase1295,3,%Large_50_%Small_50
TestCase1036,9,%Large_50_%Small_50
TestCase2129,53,%Large_50_%Small_50
TestCase2384,28,%Large_50_%Small_50
TestCase1957,5,%Large_50_%Small_50
TestCase1120,39,%Large_50_%Small_50
TestCase1337,3,%Large_50_%Small_50
TestCase2347,10,%Large_50_%Small_50
TestCase317,3,%Large_50_%Small_50
TestCase732,4,%Large_50_%Small_50
TestCase208,7,%Large_50_%Small_50
TestCase1858,10,%Large_50_%Small_50
TestCase197,5,%Large_50_%Small_50
TestCase2496,41,%Large_50_%Small_50
TestCase1187,6,%Large_50_%Small_50
TestCase1246,24,%Large_50_%Small_50
TestCase133,4,%Large_50_%Small_50
TestCase972,2,%Large_50_%Small_50
TestCase2406,55,%Large_50_%Small_50
TestCase2464,5,%Large_50_%Small_50
TestCase2173,10,%Large_50_%Small_50
TestCase469,1,%Large_50_%Small_50
TestCase61,7,%Large_50_%Small_50
TestCase1953,2,%Large_50_%Small_50
TestCase1477,14,%Large_50_%Small_50
TestCase1880,39,%Large_50_%Small_50
TestCase586,45,%Large_50_%Small_50
TestCase1319,47,%Large_50_%Small_50
TestCase1567,10,%Large_50_%Small_50
TestCase500,4,%Large_50_%Small_50
TestCase305,5,%Large_50_%Small_50
TestCase645,1,%Large_50_%Small_50
TestCase157,55,%Large_50_%Small_50
TestCase517,4,%Large_50_%Small_50
TestCase568,18,%Large_50_%Small_50
TestCase1852,3,%Large_50_%Small_50
TestCase1296,41,%Large_50_%Small_50
TestCase610,24,%Large_50_%Small_50
TestCase381,4,%Large_50_%Small_50
TestCase995,42,%Large_50_%Small_50
TestCase1624,10,%Large_50_%Small_50
TestCase2048,39,%Large_50_%Small_50
TestCase399,2,%Large_50_%Small_50
TestCase1827,4,%Large_50_%Small_50
TestCase172,8,%Large_50_%Small_50
TestCase420,7,%Large_50_%Small_50
TestCase355,15,%Large_50_%Small_50
TestCase812,33,%Large_50_%Small_50
TestCase2425,7,%Large_50_%Small_50
TestCase2039,6,%Large_50_%Small_50
TestCase1631,17,%Large_50_%Small_50
TestCase76,48,%Large_50_%Small_50
TestCase1875,40,%Large_50_%Small_50
TestCase442,6,%Large_50_%Small_50
TestCase2019,2,%Large_50_%Small_50
TestCase1816,11,%Large_50_%Small_50
TestCase1291,45,%Large_50_%Small_50
TestCase934,30,%Large_50_%Small_50
TestCase2426,58,%Large_50_%Small_50
TestCase1166,30,%Large_50_%Small_50
TestCase999,51,%Large_50_%Small_50
TestCase2266,30,%Large_50_%Small_50
TestCase1601,4,%Large_50_%Small_50
TestCase573,22,%Large_50_%Small_50
TestCase2083,40,%Large_50_%Small_50
TestCase111,52,%Large_50_%Small_50
TestCase2014,21,%Large_50_%Small_50
TestCase686,15,%Large_50_%Small_50
TestCase90,3,%Large_50_%Small_50
TestCase230,14,%Large_50_%Small_50
TestCase1694,9,%Large_50_%Small_50
TestCase612,3,%Large_50_%Small_50
TestCase1549,11,%Large_50_%Small_50
TestCase1767,10,%Large_50_%Small_50
TestCase1445,6,%Large_50_%Small_50
TestCase757,40,%Large_50_%Small_50
TestCase2102,1,%Large_50_%Small_50
TestCase1572,2,%Large_50_%Small_50
TestCase1819,56,%Large_50_%Small_50
TestCase626,41,%Large_50_%Small_50
TestCase221,10,%Large_50_%Small_50
TestCase46,8,%Large_50_%Small_50
TestCase1602,60,%Large_50_%Small_50
TestCase2453,18,%Large_50_%Small_50
TestCase1774,5,%Large_50_%Small_50
TestCase650,32,%Large_50_%Small_50
TestCase1361,3,%Large_50_%Small_50
TestCase512,3,%Large_50_%Small_50
TestCase2006,6,%Large_50_%Small_50
TestCase661,49,%Large_50_%Small_50
TestCase2249,4,%Large_50_%Small_50
TestCase113,54,%Large_50_%Small_50
TestCase2332,8,%Large_50_%Small_50
TestCase672,54,%Large_50_%Small_50
TestCase1284,6,%Large_50_%Small_50
TestCase834,2,%Large_50_%Small_50
TestCase1079,3,%Large_50_%Small_50
TestCase554,6,%Large_50_%Small_50
TestCase182,7,%Large_50_%Small_50
TestCase1482,25,%Large_50_%Small_50
TestCase1285,37,%Large_50_%Small_50
TestCase888,6,%Large_50_%Small_50
TestCase366,18,%Large_50_%Small_50
TestCase723,27,%Large_50_%Small_50
TestCase2172,3,%Large_50_%Small_50
TestCase1340,6,%Large_50_%Small_50
TestCase673,40,%Large_50_%Small_50
TestCase1504,9,%Large_50_%Small_50
TestCase2270,4,%Large_50_%Small_50
TestCase2277,5,%Large_50_%Small_50
TestCase850,39,%Large_50_%Small_50
TestCase907,10,%Large_50_%Small_50
TestCase2466,57,%Large_50_%Small_50
TestCase2384,9,%Large_50_%Small_50
TestCase1612,10,%Large_50_%Small_50
TestCase2488,2,%Large_50_%Small_50
TestCase2064,31,%Large_50_%Small_50
TestCase691,5,%Large_50_%Small_50
TestCase2262,6,%Large_50_%Small_50
TestCase2250,18,%Large_50_%Small_50
TestCase359,1,%Large_50_%Small_50
TestCase449,6,%Large_50_%Small_50
TestCase1038,14,%Large_50_%Small_50
TestCase2368,2,%Large_50_%Small_50
TestCase2397,4,%Large_50_%Small_50
TestCase2274,3,%Large_50_%Small_50
TestCase669,58,%Large_50_%Small_50
TestCase131,45,%Large_50_%Small_50
TestCase1782,7,%Large_50_%Small_50
TestCase2230,10,%Large_50_%Small_50
